profile,type,state,time,price,source
wind,black,QLD,1/05/2052,132.6,forecast
solar,green,QLD,1/05/2052,10,forecast
wind,green,QLD,1/05/2052,10,forecast
baseload,black,SA,1/05/2052,113.9,forecast
solar,black,SA,1/05/2052,52.5,forecast
wind,black,SA,1/05/2052,87.7,forecast
solar,green,SA,1/05/2052,10,forecast
wind,green,SA,1/05/2052,10,forecast
baseload,black,NSW,1/04/2052,131.5,forecast
solar,black,NSW,1/04/2052,77.3,forecast
wind,black,NSW,1/04/2052,128.1,forecast
solar,green,NSW,1/04/2052,10,forecast
wind,green,NSW,1/04/2052,10,forecast
baseload,black,QLD,1/04/2052,107.4,forecast
solar,black,QLD,1/04/2052,54.9,forecast
wind,black,QLD,1/04/2052,93.9,forecast
solar,green,QLD,1/04/2052,10,forecast
wind,green,QLD,1/04/2052,10,forecast
baseload,black,SA,1/04/2052,127.4,forecast
solar,black,SA,1/04/2052,65.3,forecast
wind,black,SA,1/04/2052,115.9,forecast
solar,green,SA,1/04/2052,10,forecast
wind,green,SA,1/04/2052,10,forecast
baseload,black,NSW,1/03/2052,141,forecast
solar,black,NSW,1/03/2052,109.9,forecast
wind,black,NSW,1/03/2052,135.8,forecast
solar,green,NSW,1/03/2052,10,forecast
wind,green,NSW,1/03/2052,10,forecast
baseload,black,QLD,1/03/2052,132.5,forecast
solar,black,QLD,1/03/2052,90.8,forecast
wind,black,QLD,1/03/2052,125.5,forecast
solar,green,QLD,1/03/2052,10,forecast
wind,green,QLD,1/03/2052,10,forecast
baseload,black,SA,1/03/2052,168.2,forecast
solar,black,SA,1/03/2052,96.1,forecast
wind,black,SA,1/03/2052,174.1,forecast
solar,green,SA,1/03/2052,10,forecast
wind,green,SA,1/03/2052,10,forecast
baseload,black,NSW,1/02/2052,103.8,forecast
solar,black,NSW,1/02/2052,49.8,forecast
wind,black,NSW,1/02/2052,107,forecast
solar,green,NSW,1/02/2052,10,forecast
wind,green,NSW,1/02/2052,10,forecast
baseload,black,QLD,1/02/2052,130.8,forecast
solar,black,QLD,1/02/2052,50.1,forecast
wind,black,QLD,1/02/2052,113.7,forecast
solar,green,QLD,1/02/2052,10,forecast
wind,green,QLD,1/02/2052,10,forecast
baseload,black,SA,1/02/2052,89.5,forecast
solar,black,SA,1/02/2052,29.5,forecast
wind,black,SA,1/02/2052,93.9,forecast
solar,green,SA,1/02/2052,10,forecast
wind,green,SA,1/02/2052,10,forecast
baseload,black,NSW,1/01/2052,89.6,forecast
solar,black,NSW,1/01/2052,60.7,forecast
wind,black,NSW,1/01/2052,83.9,forecast
solar,green,NSW,1/01/2052,10,forecast
wind,green,NSW,1/01/2052,10,forecast
baseload,black,QLD,1/01/2052,98.9,forecast
solar,black,QLD,1/01/2052,68.7,forecast
wind,black,QLD,1/01/2052,95.5,forecast
solar,green,QLD,1/01/2052,10,forecast
wind,green,QLD,1/01/2052,10,forecast
baseload,black,SA,1/01/2052,91.7,forecast
solar,black,SA,1/01/2052,50.5,forecast
wind,black,SA,1/01/2052,81.4,forecast
solar,green,SA,1/01/2052,10,forecast
wind,green,SA,1/01/2052,10,forecast
baseload,black,NSW,1/12/2051,45.2,forecast
solar,black,NSW,1/12/2051,20.7,forecast
wind,black,NSW,1/12/2051,41.7,forecast
solar,green,NSW,1/12/2051,10,forecast
wind,green,NSW,1/12/2051,10,forecast
baseload,black,QLD,1/12/2051,64.6,forecast
solar,black,QLD,1/12/2051,30.4,forecast
wind,black,QLD,1/12/2051,56.5,forecast
solar,green,QLD,1/12/2051,10,forecast
wind,green,QLD,1/12/2051,10,forecast
baseload,black,SA,1/12/2051,55,forecast
solar,black,SA,1/12/2051,27.9,forecast
wind,black,SA,1/12/2051,46,forecast
solar,green,SA,1/12/2051,10,forecast
wind,green,SA,1/12/2051,10,forecast
baseload,black,NSW,1/11/2051,40.6,forecast
solar,black,NSW,1/11/2051,21.4,forecast
wind,black,NSW,1/11/2051,38.5,forecast
solar,green,NSW,1/11/2051,10,forecast
wind,green,NSW,1/11/2051,10,forecast
baseload,black,QLD,1/11/2051,58.8,forecast
solar,black,QLD,1/11/2051,26.7,forecast
wind,black,QLD,1/11/2051,64.1,forecast
solar,green,QLD,1/11/2051,10,forecast
wind,green,QLD,1/11/2051,10,forecast
baseload,black,SA,1/11/2051,64.3,forecast
solar,black,SA,1/11/2051,16.3,forecast
wind,black,SA,1/11/2051,41.8,forecast
solar,green,SA,1/11/2051,10,forecast
wind,green,SA,1/11/2051,10,forecast
baseload,black,NSW,1/10/2051,56.2,forecast
solar,black,NSW,1/10/2051,32.6,forecast
wind,black,NSW,1/10/2051,54.5,forecast
solar,green,NSW,1/10/2051,10,forecast
wind,green,NSW,1/10/2051,10,forecast
baseload,black,QLD,1/10/2051,49.4,forecast
solar,black,QLD,1/10/2051,15.5,forecast
wind,black,QLD,1/10/2051,49.2,forecast
solar,green,QLD,1/10/2051,10,forecast
wind,green,QLD,1/10/2051,10,forecast
baseload,black,SA,1/10/2051,46.3,forecast
solar,black,SA,1/10/2051,19.7,forecast
wind,black,SA,1/10/2051,41.9,forecast
solar,green,SA,1/10/2051,10,forecast
wind,green,SA,1/10/2051,10,forecast
baseload,black,NSW,1/09/2051,87.8,forecast
solar,black,NSW,1/09/2051,36.7,forecast
wind,black,NSW,1/09/2051,77.9,forecast
solar,green,NSW,1/09/2051,10,forecast
wind,green,NSW,1/09/2051,10,forecast
baseload,black,QLD,1/09/2051,64.1,forecast
solar,black,QLD,1/09/2051,21.9,forecast
wind,black,QLD,1/09/2051,63.4,forecast
solar,green,QLD,1/09/2051,10,forecast
wind,green,QLD,1/09/2051,10,forecast
baseload,black,SA,1/09/2051,69.9,forecast
solar,black,SA,1/09/2051,23.3,forecast
wind,black,SA,1/09/2051,60.8,forecast
solar,green,SA,1/09/2051,10,forecast
wind,green,SA,1/09/2051,10,forecast
baseload,black,NSW,1/08/2051,170.2,forecast
solar,black,NSW,1/08/2051,69.1,forecast
wind,black,NSW,1/08/2051,144.4,forecast
solar,green,NSW,1/08/2051,10,forecast
wind,green,NSW,1/08/2051,10,forecast
baseload,black,QLD,1/08/2051,117,forecast
solar,black,QLD,1/08/2051,54.2,forecast
wind,black,QLD,1/08/2051,112.4,forecast
solar,green,QLD,1/08/2051,10,forecast
wind,green,QLD,1/08/2051,10,forecast
baseload,black,SA,1/08/2051,158.8,forecast
solar,black,SA,1/08/2051,71.7,forecast
wind,black,SA,1/08/2051,105,forecast
solar,green,SA,1/08/2051,10,forecast
wind,green,SA,1/08/2051,10,forecast
baseload,black,NSW,1/07/2051,163.3,forecast
solar,black,NSW,1/07/2051,87.7,forecast
wind,black,NSW,1/07/2051,136.6,forecast
solar,green,NSW,1/07/2051,10,forecast
wind,green,NSW,1/07/2051,10,forecast
baseload,black,QLD,1/07/2051,112.3,forecast
solar,black,QLD,1/07/2051,47.9,forecast
wind,black,QLD,1/07/2051,94.3,forecast
solar,green,QLD,1/07/2051,10,forecast
wind,green,QLD,1/07/2051,10,forecast
baseload,black,SA,1/07/2051,182.6,forecast
solar,black,SA,1/07/2051,111.4,forecast
wind,black,SA,1/07/2051,117.6,forecast
solar,green,SA,1/07/2051,10,forecast
wind,green,SA,1/07/2051,10,forecast
baseload,black,NSW,1/06/2051,193.1,forecast
solar,black,NSW,1/06/2051,132.8,forecast
wind,black,NSW,1/06/2051,174.2,forecast
solar,green,NSW,1/06/2051,10,forecast
wind,green,NSW,1/06/2051,10,forecast
baseload,black,QLD,1/06/2051,154.8,forecast
solar,black,QLD,1/06/2051,88.8,forecast
wind,black,QLD,1/06/2051,136.4,forecast
solar,green,QLD,1/06/2051,10,forecast
wind,green,QLD,1/06/2051,10,forecast
baseload,black,SA,1/06/2051,187.7,forecast
solar,black,SA,1/06/2051,123.7,forecast
wind,black,SA,1/06/2051,151.4,forecast
solar,green,SA,1/06/2051,10,forecast
wind,green,SA,1/06/2051,10,forecast
baseload,black,NSW,1/05/2051,127.1,forecast
solar,black,NSW,1/05/2051,69.5,forecast
wind,black,NSW,1/05/2051,110.6,forecast
solar,green,NSW,1/05/2051,10,forecast
wind,green,NSW,1/05/2051,10,forecast
baseload,black,QLD,1/05/2051,136.8,forecast
solar,black,QLD,1/05/2051,78.1,forecast
wind,black,QLD,1/05/2051,129.3,forecast
solar,green,QLD,1/05/2051,10,forecast
wind,green,QLD,1/05/2051,10,forecast
baseload,black,SA,1/05/2051,105.2,forecast
solar,black,SA,1/05/2051,51.3,forecast
wind,black,SA,1/05/2051,81.6,forecast
solar,green,SA,1/05/2051,10,forecast
wind,green,SA,1/05/2051,10,forecast
baseload,black,NSW,1/04/2051,147.1,forecast
solar,black,NSW,1/04/2051,78.1,forecast
wind,black,NSW,1/04/2051,136.3,forecast
solar,green,NSW,1/04/2051,10,forecast
wind,green,NSW,1/04/2051,10,forecast
baseload,black,QLD,1/04/2051,109.9,forecast
solar,black,QLD,1/04/2051,57.1,forecast
wind,black,QLD,1/04/2051,93.7,forecast
solar,green,QLD,1/04/2051,10,forecast
wind,green,QLD,1/04/2051,10,forecast
baseload,black,SA,1/04/2051,137.2,forecast
solar,black,SA,1/04/2051,73.6,forecast
wind,black,SA,1/04/2051,125.3,forecast
solar,green,SA,1/04/2051,10,forecast
wind,green,SA,1/04/2051,10,forecast
baseload,black,NSW,1/03/2051,143.6,forecast
solar,black,NSW,1/03/2051,113.5,forecast
wind,black,NSW,1/03/2051,138.6,forecast
solar,green,NSW,1/03/2051,10,forecast
wind,green,NSW,1/03/2051,10,forecast
baseload,black,QLD,1/03/2051,128.5,forecast
solar,black,QLD,1/03/2051,90.2,forecast
wind,black,QLD,1/03/2051,124.7,forecast
solar,green,QLD,1/03/2051,10,forecast
wind,green,QLD,1/03/2051,10,forecast
baseload,black,SA,1/03/2051,173.9,forecast
solar,black,SA,1/03/2051,104.4,forecast
wind,black,SA,1/03/2051,159,forecast
solar,green,SA,1/03/2051,10,forecast
wind,green,SA,1/03/2051,10,forecast
baseload,black,NSW,1/02/2051,100.2,forecast
solar,black,NSW,1/02/2051,50.2,forecast
wind,black,NSW,1/02/2051,102.9,forecast
solar,green,NSW,1/02/2051,10,forecast
wind,green,NSW,1/02/2051,10,forecast
baseload,black,QLD,1/02/2051,120.6,forecast
solar,black,QLD,1/02/2051,51.1,forecast
wind,black,QLD,1/02/2051,102.7,forecast
solar,green,QLD,1/02/2051,10,forecast
wind,green,QLD,1/02/2051,10,forecast
baseload,black,SA,1/02/2051,86.6,forecast
solar,black,SA,1/02/2051,33,forecast
wind,black,SA,1/02/2051,90.5,forecast
solar,green,SA,1/02/2051,10,forecast
wind,green,SA,1/02/2051,10,forecast
baseload,black,NSW,1/01/2051,103.7,forecast
solar,black,NSW,1/01/2051,68.2,forecast
wind,black,NSW,1/01/2051,92.8,forecast
solar,green,NSW,1/01/2051,10,forecast
wind,green,NSW,1/01/2051,10,forecast
baseload,black,QLD,1/01/2051,106.2,forecast
solar,black,QLD,1/01/2051,78.7,forecast
wind,black,QLD,1/01/2051,102.4,forecast
solar,green,QLD,1/01/2051,10,forecast
wind,green,QLD,1/01/2051,10,forecast
baseload,black,SA,1/01/2051,121.5,forecast
solar,black,SA,1/01/2051,53,forecast
wind,black,SA,1/01/2051,111.5,forecast
solar,green,SA,1/01/2051,10,forecast
wind,green,SA,1/01/2051,10,forecast
baseload,black,NSW,1/12/2050,45.3,forecast
solar,black,NSW,1/12/2050,22.7,forecast
wind,black,NSW,1/12/2050,41.9,forecast
solar,green,NSW,1/12/2050,10,forecast
wind,green,NSW,1/12/2050,10,forecast
baseload,black,QLD,1/12/2050,61.3,forecast
solar,black,QLD,1/12/2050,34.7,forecast
wind,black,QLD,1/12/2050,54.1,forecast
solar,green,QLD,1/12/2050,10,forecast
wind,green,QLD,1/12/2050,10,forecast
baseload,black,SA,1/12/2050,63,forecast
solar,black,SA,1/12/2050,30.9,forecast
wind,black,SA,1/12/2050,52.8,forecast
solar,green,SA,1/12/2050,10,forecast
wind,green,SA,1/12/2050,10,forecast
baseload,black,NSW,1/11/2050,42.8,forecast
solar,black,NSW,1/11/2050,22.6,forecast
wind,black,NSW,1/11/2050,40.4,forecast
solar,green,NSW,1/11/2050,10,forecast
wind,green,NSW,1/11/2050,10,forecast
baseload,black,QLD,1/11/2050,61.5,forecast
solar,black,QLD,1/11/2050,28.6,forecast
wind,black,QLD,1/11/2050,64.9,forecast
solar,green,QLD,1/11/2050,10,forecast
wind,green,QLD,1/11/2050,10,forecast
baseload,black,SA,1/11/2050,39,forecast
solar,black,SA,1/11/2050,15.1,forecast
wind,black,SA,1/11/2050,34.7,forecast
solar,green,SA,1/11/2050,10,forecast
wind,green,SA,1/11/2050,10,forecast
baseload,black,NSW,1/10/2050,63.2,forecast
solar,black,NSW,1/10/2050,34.5,forecast
wind,black,NSW,1/10/2050,58.6,forecast
solar,green,NSW,1/10/2050,10,forecast
wind,green,NSW,1/10/2050,10,forecast
baseload,black,QLD,1/10/2050,64,forecast
solar,black,QLD,1/10/2050,18.5,forecast
wind,black,QLD,1/10/2050,61,forecast
solar,green,QLD,1/10/2050,10,forecast
wind,green,QLD,1/10/2050,10,forecast
baseload,black,SA,1/10/2050,46.9,forecast
solar,black,SA,1/10/2050,21.2,forecast
wind,black,SA,1/10/2050,41.4,forecast
solar,green,SA,1/10/2050,10,forecast
wind,green,SA,1/10/2050,10,forecast
baseload,black,NSW,1/09/2050,100.3,forecast
solar,black,NSW,1/09/2050,38.4,forecast
wind,black,NSW,1/09/2050,83.3,forecast
solar,green,NSW,1/09/2050,10,forecast
wind,green,NSW,1/09/2050,10,forecast
baseload,black,QLD,1/09/2050,75.6,forecast
solar,black,QLD,1/09/2050,23.6,forecast
wind,black,QLD,1/09/2050,76.2,forecast
solar,green,QLD,1/09/2050,10,forecast
wind,green,QLD,1/09/2050,10,forecast
baseload,black,SA,1/09/2050,77.1,forecast
solar,black,SA,1/09/2050,27.5,forecast
wind,black,SA,1/09/2050,64.9,forecast
solar,green,SA,1/09/2050,10,forecast
wind,green,SA,1/09/2050,10,forecast
baseload,black,NSW,1/08/2050,154.3,forecast
solar,black,NSW,1/08/2050,70.7,forecast
wind,black,NSW,1/08/2050,125.7,forecast
solar,green,NSW,1/08/2050,10,forecast
wind,green,NSW,1/08/2050,10,forecast
baseload,black,QLD,1/08/2050,121.9,forecast
solar,black,QLD,1/08/2050,52,forecast
wind,black,QLD,1/08/2050,117.5,forecast
solar,green,QLD,1/08/2050,10,forecast
wind,green,QLD,1/08/2050,10,forecast
baseload,black,SA,1/08/2050,137,forecast
solar,black,SA,1/08/2050,68.4,forecast
wind,black,SA,1/08/2050,99.4,forecast
solar,green,SA,1/08/2050,10,forecast
wind,green,SA,1/08/2050,10,forecast
baseload,black,NSW,1/07/2050,163.3,forecast
solar,black,NSW,1/07/2050,89.9,forecast
wind,black,NSW,1/07/2050,135,forecast
solar,green,NSW,1/07/2050,10,forecast
wind,green,NSW,1/07/2050,10,forecast
baseload,black,QLD,1/07/2050,114.8,forecast
solar,black,QLD,1/07/2050,50.4,forecast
wind,black,QLD,1/07/2050,95.4,forecast
solar,green,QLD,1/07/2050,10,forecast
wind,green,QLD,1/07/2050,10,forecast
baseload,black,SA,1/07/2050,166.8,forecast
solar,black,SA,1/07/2050,86.6,forecast
wind,black,SA,1/07/2050,117.2,forecast
solar,green,SA,1/07/2050,10,forecast
wind,green,SA,1/07/2050,10,forecast
baseload,black,NSW,1/06/2050,203.8,forecast
solar,black,NSW,1/06/2050,134,forecast
wind,black,NSW,1/06/2050,193.4,forecast
solar,green,NSW,1/06/2050,10,forecast
wind,green,NSW,1/06/2050,10,forecast
baseload,black,QLD,1/06/2050,159.7,forecast
solar,black,QLD,1/06/2050,91.8,forecast
wind,black,QLD,1/06/2050,140.1,forecast
solar,green,QLD,1/06/2050,10,forecast
wind,green,QLD,1/06/2050,10,forecast
baseload,black,SA,1/06/2050,185.6,forecast
solar,black,SA,1/06/2050,122.3,forecast
wind,black,SA,1/06/2050,148.8,forecast
solar,green,SA,1/06/2050,10,forecast
wind,green,SA,1/06/2050,10,forecast
baseload,black,NSW,1/05/2050,123.8,forecast
solar,black,NSW,1/05/2050,69,forecast
wind,black,NSW,1/05/2050,107.4,forecast
solar,green,NSW,1/05/2050,10,forecast
wind,green,NSW,1/05/2050,10,forecast
baseload,black,QLD,1/05/2050,141.9,forecast
solar,black,QLD,1/05/2050,78.2,forecast
wind,black,QLD,1/05/2050,133.7,forecast
solar,green,QLD,1/05/2050,10,forecast
wind,green,QLD,1/05/2050,10,forecast
baseload,black,SA,1/05/2050,104.5,forecast
solar,black,SA,1/05/2050,51.3,forecast
wind,black,SA,1/05/2050,81.1,forecast
solar,green,SA,1/05/2050,10,forecast
wind,green,SA,1/05/2050,10,forecast
baseload,black,NSW,1/04/2050,134.9,forecast
solar,black,NSW,1/04/2050,77.7,forecast
wind,black,NSW,1/04/2050,128.3,forecast
solar,green,NSW,1/04/2050,10,forecast
wind,green,NSW,1/04/2050,10,forecast
baseload,black,QLD,1/04/2050,117.2,forecast
solar,black,QLD,1/04/2050,62.4,forecast
wind,black,QLD,1/04/2050,95.5,forecast
solar,green,QLD,1/04/2050,10,forecast
wind,green,QLD,1/04/2050,10,forecast
baseload,black,SA,1/04/2050,137.1,forecast
solar,black,SA,1/04/2050,76.4,forecast
wind,black,SA,1/04/2050,125.3,forecast
solar,green,SA,1/04/2050,10,forecast
wind,green,SA,1/04/2050,10,forecast
baseload,black,NSW,1/03/2050,140.7,forecast
solar,black,NSW,1/03/2050,112.3,forecast
wind,black,NSW,1/03/2050,135.3,forecast
solar,green,NSW,1/03/2050,10,forecast
wind,green,NSW,1/03/2050,10,forecast
baseload,black,QLD,1/03/2050,135.7,forecast
solar,black,QLD,1/03/2050,89.7,forecast
wind,black,QLD,1/03/2050,124.4,forecast
solar,green,QLD,1/03/2050,10,forecast
wind,green,QLD,1/03/2050,10,forecast
baseload,black,SA,1/03/2050,173.2,forecast
solar,black,SA,1/03/2050,103.9,forecast
wind,black,SA,1/03/2050,158.1,forecast
solar,green,SA,1/03/2050,10,forecast
wind,green,SA,1/03/2050,10,forecast
baseload,black,NSW,1/02/2050,99.9,forecast
solar,black,NSW,1/02/2050,51.2,forecast
wind,black,NSW,1/02/2050,101.8,forecast
solar,green,NSW,1/02/2050,10,forecast
wind,green,NSW,1/02/2050,10,forecast
baseload,black,QLD,1/02/2050,116,forecast
solar,black,QLD,1/02/2050,51.7,forecast
wind,black,QLD,1/02/2050,98.3,forecast
solar,green,QLD,1/02/2050,10,forecast
wind,green,QLD,1/02/2050,10,forecast
baseload,black,SA,1/02/2050,86.4,forecast
solar,black,SA,1/02/2050,32.9,forecast
wind,black,SA,1/02/2050,89.2,forecast
solar,green,SA,1/02/2050,10,forecast
wind,green,SA,1/02/2050,10,forecast
baseload,black,NSW,1/01/2050,104.4,forecast
solar,black,NSW,1/01/2050,65.5,forecast
wind,black,NSW,1/01/2050,97,forecast
solar,green,NSW,1/01/2050,10,forecast
wind,green,NSW,1/01/2050,10,forecast
baseload,black,QLD,1/01/2050,103.9,forecast
solar,black,QLD,1/01/2050,70.8,forecast
wind,black,QLD,1/01/2050,102.4,forecast
solar,green,QLD,1/01/2050,10,forecast
wind,green,QLD,1/01/2050,10,forecast
baseload,black,SA,1/01/2050,121.1,forecast
solar,black,SA,1/01/2050,53.9,forecast
wind,black,SA,1/01/2050,111.1,forecast
solar,green,SA,1/01/2050,10,forecast
wind,green,SA,1/01/2050,10,forecast
baseload,black,NSW,1/12/2049,45.9,forecast
solar,black,NSW,1/12/2049,24,forecast
wind,black,NSW,1/12/2049,41.2,forecast
solar,green,NSW,1/12/2049,10,forecast
wind,green,NSW,1/12/2049,10,forecast
baseload,black,QLD,1/12/2049,63.6,forecast
solar,black,QLD,1/12/2049,39.7,forecast
wind,black,QLD,1/12/2049,56.1,forecast
solar,green,QLD,1/12/2049,10,forecast
wind,green,QLD,1/12/2049,10,forecast
baseload,black,SA,1/12/2049,61.3,forecast
solar,black,SA,1/12/2049,29.1,forecast
wind,black,SA,1/12/2049,50.3,forecast
solar,green,SA,1/12/2049,10,forecast
wind,green,SA,1/12/2049,10,forecast
baseload,black,NSW,1/11/2049,41.2,forecast
solar,black,NSW,1/11/2049,22.4,forecast
wind,black,NSW,1/11/2049,39,forecast
solar,green,NSW,1/11/2049,10,forecast
wind,green,NSW,1/11/2049,10,forecast
baseload,black,QLD,1/11/2049,53,forecast
solar,black,QLD,1/11/2049,28.8,forecast
wind,black,QLD,1/11/2049,55.3,forecast
solar,green,QLD,1/11/2049,10,forecast
wind,green,QLD,1/11/2049,10,forecast
baseload,black,SA,1/11/2049,38.9,forecast
solar,black,SA,1/11/2049,17.5,forecast
wind,black,SA,1/11/2049,35.1,forecast
solar,green,SA,1/11/2049,10,forecast
wind,green,SA,1/11/2049,10,forecast
baseload,black,NSW,1/10/2049,58.4,forecast
solar,black,NSW,1/10/2049,34.5,forecast
wind,black,NSW,1/10/2049,56.2,forecast
solar,green,NSW,1/10/2049,10,forecast
wind,green,NSW,1/10/2049,10,forecast
baseload,black,QLD,1/10/2049,49,forecast
solar,black,QLD,1/10/2049,17.8,forecast
wind,black,QLD,1/10/2049,50.3,forecast
solar,green,QLD,1/10/2049,10,forecast
wind,green,QLD,1/10/2049,10,forecast
baseload,black,SA,1/10/2049,45,forecast
solar,black,SA,1/10/2049,20.2,forecast
wind,black,SA,1/10/2049,39.1,forecast
solar,green,SA,1/10/2049,10,forecast
wind,green,SA,1/10/2049,10,forecast
baseload,black,NSW,1/09/2049,86.7,forecast
solar,black,NSW,1/09/2049,38.3,forecast
wind,black,NSW,1/09/2049,78,forecast
solar,green,NSW,1/09/2049,10,forecast
wind,green,NSW,1/09/2049,10,forecast
baseload,black,QLD,1/09/2049,67.8,forecast
solar,black,QLD,1/09/2049,23.1,forecast
wind,black,QLD,1/09/2049,66,forecast
solar,green,QLD,1/09/2049,10,forecast
wind,green,QLD,1/09/2049,10,forecast
baseload,black,SA,1/09/2049,75.8,forecast
solar,black,SA,1/09/2049,27.3,forecast
wind,black,SA,1/09/2049,63.1,forecast
solar,green,SA,1/09/2049,10,forecast
wind,green,SA,1/09/2049,10,forecast
baseload,black,NSW,1/08/2049,153.9,forecast
solar,black,NSW,1/08/2049,71,forecast
wind,black,NSW,1/08/2049,125.3,forecast
solar,green,NSW,1/08/2049,10,forecast
wind,green,NSW,1/08/2049,10,forecast
baseload,black,QLD,1/08/2049,112.7,forecast
solar,black,QLD,1/08/2049,50.8,forecast
wind,black,QLD,1/08/2049,108.6,forecast
solar,green,QLD,1/08/2049,10,forecast
wind,green,QLD,1/08/2049,10,forecast
baseload,black,SA,1/08/2049,134.9,forecast
solar,black,SA,1/08/2049,67.8,forecast
wind,black,SA,1/08/2049,97.2,forecast
solar,green,SA,1/08/2049,10,forecast
wind,green,SA,1/08/2049,10,forecast
baseload,black,NSW,1/07/2049,170.9,forecast
solar,black,NSW,1/07/2049,89,forecast
wind,black,NSW,1/07/2049,134.3,forecast
solar,green,NSW,1/07/2049,10,forecast
wind,green,NSW,1/07/2049,10,forecast
baseload,black,QLD,1/07/2049,120.9,forecast
solar,black,QLD,1/07/2049,50.9,forecast
wind,black,QLD,1/07/2049,99.3,forecast
solar,green,QLD,1/07/2049,10,forecast
wind,green,QLD,1/07/2049,10,forecast
baseload,black,SA,1/07/2049,166.2,forecast
solar,black,SA,1/07/2049,86.2,forecast
wind,black,SA,1/07/2049,116.5,forecast
solar,green,SA,1/07/2049,10,forecast
wind,green,SA,1/07/2049,10,forecast
baseload,black,NSW,1/06/2049,208.6,forecast
solar,black,NSW,1/06/2049,134.3,forecast
wind,black,NSW,1/06/2049,197.8,forecast
solar,green,NSW,1/06/2049,10,forecast
wind,green,NSW,1/06/2049,10,forecast
baseload,black,QLD,1/06/2049,148.9,forecast
solar,black,QLD,1/06/2049,87.9,forecast
wind,black,QLD,1/06/2049,130.3,forecast
solar,green,QLD,1/06/2049,10,forecast
wind,green,QLD,1/06/2049,10,forecast
baseload,black,SA,1/06/2049,179.1,forecast
solar,black,SA,1/06/2049,137.7,forecast
wind,black,SA,1/06/2049,153.1,forecast
solar,green,SA,1/06/2049,10,forecast
wind,green,SA,1/06/2049,10,forecast
baseload,black,NSW,1/05/2049,122,forecast
solar,black,NSW,1/05/2049,65.8,forecast
wind,black,NSW,1/05/2049,106.5,forecast
solar,green,NSW,1/05/2049,10,forecast
wind,green,NSW,1/05/2049,10,forecast
baseload,black,QLD,1/05/2049,126.3,forecast
solar,black,QLD,1/05/2049,69.2,forecast
wind,black,QLD,1/05/2049,121.3,forecast
solar,green,QLD,1/05/2049,10,forecast
wind,green,QLD,1/05/2049,10,forecast
baseload,black,SA,1/05/2049,117.6,forecast
solar,black,SA,1/05/2049,48,forecast
wind,black,SA,1/05/2049,98.4,forecast
solar,green,SA,1/05/2049,10,forecast
wind,green,SA,1/05/2049,10,forecast
baseload,black,NSW,1/04/2049,147.5,forecast
solar,black,NSW,1/04/2049,78.1,forecast
wind,black,NSW,1/04/2049,138.1,forecast
solar,green,NSW,1/04/2049,10,forecast
wind,green,NSW,1/04/2049,10,forecast
baseload,black,QLD,1/04/2049,99,forecast
solar,black,QLD,1/04/2049,54.6,forecast
wind,black,QLD,1/04/2049,85.8,forecast
solar,green,QLD,1/04/2049,10,forecast
wind,green,QLD,1/04/2049,10,forecast
baseload,black,SA,1/04/2049,144.9,forecast
solar,black,SA,1/04/2049,74,forecast
wind,black,SA,1/04/2049,126.9,forecast
solar,green,SA,1/04/2049,10,forecast
wind,green,SA,1/04/2049,10,forecast
baseload,black,NSW,1/03/2049,142.4,forecast
solar,black,NSW,1/03/2049,113.3,forecast
wind,black,NSW,1/03/2049,137,forecast
solar,green,NSW,1/03/2049,10,forecast
wind,green,NSW,1/03/2049,10,forecast
baseload,black,QLD,1/03/2049,136.4,forecast
solar,black,QLD,1/03/2049,89.5,forecast
wind,black,QLD,1/03/2049,133.3,forecast
solar,green,QLD,1/03/2049,10,forecast
wind,green,QLD,1/03/2049,10,forecast
baseload,black,SA,1/03/2049,155,forecast
solar,black,SA,1/03/2049,104.7,forecast
wind,black,SA,1/03/2049,150,forecast
solar,green,SA,1/03/2049,10,forecast
wind,green,SA,1/03/2049,10,forecast
baseload,black,NSW,1/02/2049,102.4,forecast
solar,black,NSW,1/02/2049,53.7,forecast
wind,black,NSW,1/02/2049,104.1,forecast
solar,green,NSW,1/02/2049,10,forecast
wind,green,NSW,1/02/2049,10,forecast
baseload,black,QLD,1/02/2049,104.6,forecast
solar,black,QLD,1/02/2049,49.2,forecast
wind,black,QLD,1/02/2049,93.8,forecast
solar,green,QLD,1/02/2049,10,forecast
wind,green,QLD,1/02/2049,10,forecast
baseload,black,SA,1/02/2049,86.5,forecast
solar,black,SA,1/02/2049,31.7,forecast
wind,black,SA,1/02/2049,89.9,forecast
solar,green,SA,1/02/2049,10,forecast
wind,green,SA,1/02/2049,10,forecast
baseload,black,NSW,1/01/2049,102,forecast
solar,black,NSW,1/01/2049,67.4,forecast
wind,black,NSW,1/01/2049,94.5,forecast
solar,green,NSW,1/01/2049,10,forecast
wind,green,NSW,1/01/2049,10,forecast
baseload,black,QLD,1/01/2049,104.8,forecast
solar,black,QLD,1/01/2049,72.7,forecast
wind,black,QLD,1/01/2049,103.6,forecast
solar,green,QLD,1/01/2049,10,forecast
wind,green,QLD,1/01/2049,10,forecast
baseload,black,SA,1/01/2049,92.8,forecast
solar,black,SA,1/01/2049,50.2,forecast
wind,black,SA,1/01/2049,83.1,forecast
solar,green,SA,1/01/2049,10,forecast
wind,green,SA,1/01/2049,10,forecast
baseload,black,NSW,1/12/2048,53.7,forecast
